NONHSAT089678,0.613742757,1
NONHSAT096369,0.584064144,0
NONHSAT133713,0.580100191,0
NONHSAT098048,0.579290193,1
NONHSAT015967,0.578062546,0
NONHSAT000157,0.572991991,
NONHSAT052035,0.566101599,
NONHSAT078782,0.564787322,
NONHSAT102296,0.548632085,
NONHSAT121038,0.548599315,
NONHSAT031708,0.543128932,
NONHSAT112767,0.537607229,
NONHSAT006360,0.537026328,
NONHSAT075636,0.535586131,
NONHSAT124106,0.53188982,
NONHSAT123220,0.526955944,
NONHSAT146362,0.525902575,
NONHSAT126113,0.525411046,
NONHSAT068391,0.521521693,
NONHSAT017400,0.521100962,
NONHSAT058882,0.518225974,
NONHSAT133730,0.515937561,
NONHSAT028415,0.508772099,
NONHSAT066343,0.504981667,
NONHSAT016378,0.503969628,
NONHSAT119809,0.502322769,
NONHSAT145455,0.500343364,
NONHSAT013096,0.500201952,
NONHSAT001652,0.499423817,
NONHSAT068218,0.496546078,
NONHSAT121795,0.493714482,
NONHSAT074544,0.492981946,
NONHSAT083172,0.491921008,
NONHSAT060501,0.490723115,
NONHSAT095820,0.489958191,
NONHSAT097985,0.488472044,
NONHSAT068462,0.487926847,
NONHSAT023656,0.485952312,
NONHSAT083046,0.485786575,
NONHSAT128024,0.484469682,
NONHSAT007680,0.48412227,
NONHSAT137541,0.482373756,
NONHSAT093153,0.481798232,
NONHSAT066972,0.481335717,
NONHSAT138547,0.48083322,
NONHSAT017355,0.480526251,
NONHSAT024353,0.479650033,
NONHSAT099881,0.479536998,
NONHSAT066082,0.47589556,
NONHSAT034878,0.47501612,
NONHSAT092227,0.473120475,
NONHSAT033804,0.471538758,
NONHSAT033777,0.471462816,
NONHSAT118886,0.470358551,
NONHSAT081046,0.469657165,
NONHSAT119704,0.468837345,
NONHSAT041714,0.466556597,
NONHSAT102257,0.464790511,
NONHSAT034093,0.46409744,
NONHSAT079674,0.463571858,
NONHSAT138537,0.462203169,
NONHSAT100800,0.460990161,
NONHSAT039745,0.460715169,
NONHSAT102289,0.45925442,
NONHSAT137303,0.458118004,
NONHSAT144315,0.457773316,
NONHSAT053069,0.456914276,
NONHSAT007673,0.456075811,
NONHSAT099872,0.455558312,
NONHSAT135352,0.455320376,
NONHSAT000204,0.454437661,
NONHSAT007698,0.453292996,
NONHSAT108616,0.453036681,
NONHSAT138818,0.451539576,
NONHSAT087529,0.449017656,
NONHSAT007664,0.448840767,
NONHSAT008249,0.447894806,
NONHSAT054526,0.447413963,
NONHSAT144573,0.447291484,
NONHSAT055363,0.446978062,
NONHSAT001993,0.446888021,
NONHSAT064215,0.446343321,
NONHSAT007667,0.446229947,
NONHSAT140501,0.442798162,
NONHSAT120080,0.441693878,
NONHSAT122593,0.441475469,
NONHSAT021830,0.440722597,
NONHSAT108627,0.440301645,
NONHSAT011868,0.439917845,
NONHSAT016118,0.439249384,
NONHSAT138142,0.439218378,
NONHSAT046812,0.436170095,
NONHSAT136354,0.43391825,
NONHSAT133255,0.433687007,
NONHSAT040375,0.433246279,
NONHSAT060458,0.432916409,
NONHSAT078261,0.43185935,
NONHSAT131106,0.431151682,
NONHSAT066004,0.430627513,
NONHSAT128403,0.430255681,
NONHSAT092040,0.424034172,
NONHSAT066369,0.423963124,
NONHSAT063977,0.423764008,
NONHSAT097252,0.423598862,
NONHSAT129417,0.422217214,
NONHSAT028690,0.421956319,
NONHSAT089367,0.42132504,
NONHSAT125784,0.419546533,
NONHSAT102316,0.418221831,
NONHSAT032437,0.417931294,
NONHSAT039751,0.417918265,
NONHSAT099431,0.417394722,
NONHSAT016573,0.415631613,
NONHSAT077129,0.414695686,
NONHSAT102415,0.413927573,
NONHSAT052826,0.413320363,
NONHSAT104294,0.412680352,
NONHSAT007719,0.412529477,
NONHSAT090901,0.412191293,
NONHSAT041921,0.411809409,
NONHSAT096618,0.410849363,
NONHSAT125900,0.410799474,
NONHSAT013639,0.410104686,
NONHSAT108624,0.407335436,
NONHSAT024258,0.407077467,
NONHSAT034484,0.40543803,
NONHSAT127621,0.405437559,
NONHSAT077115,0.405214664,
NONHSAT067336,0.405132955,
NONHSAT100798,0.40210892,
NONHSAT119808,0.40053162,
NONHSAT054306,0.400300837,
NONHSAT000090,0.399270505,
NONHSAT101269,0.397881037,
NONHSAT134905,0.397551143,
