NONHSAT130962,0.608349997,1,,
NONHSAT074544,0.596673429,1,,
NONHSAT135851,0.570948064,1,,
NONHSAT017060,0.572915614,0,n372336,1
NONHSAT099872,0.565771222,0,n384573,1
NONHSAT077462,0.552856088,,,
NONHSAT124106,0.534193337,,,
NONHSAT092997,0.529344738,,,
NONHSAT082967,0.519435823,,,
NONHSAT067336,0.517573774,,,
NONHSAT067602,0.515557408,,,
NONHSAT083698,0.509666502,,,
NONHSAT054793,0.508236527,,,
NONHSAT122160,0.505101025,,,
NONHSAT114823,0.494965345,,,
NONHSAT000092,0.491828591,,,
NONHSAT127313,0.489200681,,,
NONHSAT131159,0.488901705,,,
NONHSAT066071,0.483135045,,,
NONHSAT078261,0.480325818,,,
NONHSAT112124,0.48023507,,,
NONHSAT076664,0.480015725,,,
NONHSAT102816,0.477322131,,,
NONHSAT092691,0.474079072,,,
NONHSAT005198,0.469953418,,,
NONHSAT093966,0.469835848,,,
NONHSAT112119,0.469202995,,,
NONHSAT034312,0.46831587,,,
NONHSAT040285,0.466230959,,,
NONHSAT087512,0.465887874,,,
NONHSAT101769,0.463902205,,,
NONHSAT087761,0.463371158,,,
NONHSAT094455,0.461791098,,,
NONHSAT067569,0.461413711,,,
NONHSAT108120,0.459668696,,,
NONHSAT098132,0.459398687,,,
NONHSAT026280,0.458795786,,,
NONHSAT001463,0.458763748,,,
NONHSAT060458,0.458367825,,,
NONHSAT016411,0.457219243,,,
NONHSAT135352,0.45646739,,,
NONHSAT137303,0.456011564,,,
NONHSAT095934,0.453870445,,,
NONHSAT052575,0.453781039,,,
NONHSAT037134,0.453482598,,,
NONHSAT001969,0.453413486,,,
NONHSAT092772,0.453037143,,,
NONHSAT025024,0.452199101,,,
NONHSAT066082,0.451865017,,,
NONHSAT131072,0.4507927,,,
NONHSAT016378,0.449358255,,,
NONHSAT103133,0.449221224,,,
NONHSAT144081,0.448328108,,,
NONHSAT007159,0.447265208,,,
NONHSAT079300,0.446449429,,,
NONHSAT069615,0.44550246,,,
NONHSAT010167,0.445058316,,,
NONHSAT063875,0.445006371,,,
NONHSAT124467,0.444575876,,,
NONHSAT039558,0.44418624,,,
NONHSAT091524,0.44395867,,,
NONHSAT071769,0.442157507,,,
NONHSAT121038,0.442147672,,,
NONHSAT091589,0.440781206,,,
NONHSAT095714,0.440104574,,,
NONHSAT044208,0.438736171,,,
NONHSAT112475,0.438617051,,,
NONHSAT122625,0.437291712,,,
NONHSAT028415,0.436875403,,,
NONHSAT018229,0.436825901,,,
NONHSAT089495,0.436489075,,,
NONHSAT138818,0.436023772,,,
NONHSAT113313,0.435065776,,,
NONHSAT121765,0.433921009,,,
NONHSAT112474,0.433819413,,,
NONHSAT047179,0.432919294,,,
NONHSAT070923,0.432573944,,,
NONHSAT089678,0.430337608,,,
NONHSAT021854,0.43014577,,,
NONHSAT071060,0.429637283,,,
NONHSAT076209,0.429203123,,,
NONHSAT059436,0.428699553,,,
NONHSAT034472,0.428454518,,,
NONHSAT113544,0.428303689,,,
NONHSAT113914,0.428086549,,,
NONHSAT145225,0.426412255,,,
NONHSAT013309,0.425738722,,,
NONHSAT145923,0.42542541,,,
NONHSAT127292,0.425183415,,,
NONHSAT123162,0.424069107,,,
NONHSAT098480,0.423930585,,,
NONHSAT008249,0.423559338,,,
NONHSAT102823,0.421358883,,,
NONHSAT112287,0.420633793,,,
NONHSAT130775,0.420363039,,,
NONHSAT102296,0.419616461,,,
NONHSAT018796,0.419481128,,,
NONHSAT128024,0.418950915,,,
NONHSAT031584,0.418861598,,,
NONHSAT004237,0.416971028,,,
NONHSAT144573,0.416241825,,,
NONHSAT039745,0.415024221,,,
NONHSAT089873,0.414923489,,,
NONHSAT108992,0.414317638,,,
NONHSAT101622,0.414164484,,,
NONHSAT133786,0.413792998,,,
NONHSAT052795,0.413777232,,,
NONHSAT054526,0.412879437,,,
NONHSAT134532,0.41257152,,,
NONHSAT039445,0.412252247,,,
NONHSAT127049,0.412076443,,,
NONHSAT074576,0.411699831,,,
NONHSAT122723,0.411345392,,,
NONHSAT000090,0.410600126,,,
NONHSAT001652,0.409827799,,,
NONHSAT104639,0.408937037,,,
NONHSAT136900,0.408781618,,,
NONHSAT091143,0.408619165,,,
NONHSAT120000,0.407562405,,,
NONHSAT131106,0.407239527,,,
NONHSAT137610,0.407030642,,,
NONHSAT100481,0.406765193,,,
NONHSAT034218,0.406601101,,,
NONHSAT112472,0.404078305,,,
NONHSAT123221,0.403804958,,,
NONHSAT079674,0.403716683,,,
NONHSAT047178,0.401740968,,,
NONHSAT113481,0.399664611,,,
NONHSAT122815,0.399316043,,,
NONHSAT008230,0.399315804,,,
NONHSAT133294,0.398921221,,,
NONHSAT012887,0.397757232,,,
NONHSAT133739,0.397274137,,,
NONHSAT007680,0.397023588,,,
NONHSAT128045,0.396922261,,,
NONHSAT053931,0.395572424,,,
NONHSAT012610,0.393643111,,,
NONHSAT044134,0.39275977,,,
NONHSAT092040,0.39266476,,,
NONHSAT130010,0.392582148,,,
NONHSAT004374,0.39240092,,,
NONHSAT133997,0.391971052,,,
NONHSAT006903,0.391901821,,,
NONHSAT030153,0.391518623,,,
NONHSAT139215,0.391055018,,,
NONHSAT127001,0.390536845,,,
NONHSAT052812,0.390389651,,,
NONHSAT092438,0.389033586,,,
NONHSAT033804,0.387801677,,,
NONHSAT034457,0.387760341,,,
NONHSAT011652,0.387601912,,,
NONHSAT131038,0.387545377,,,
NONHSAT075801,0.384501874,,,
NONHSAT027516,0.384156436,,,
NONHSAT137988,0.383265108,,,
NONHSAT005319,0.38318634,,,
NONHSAT112460,0.382266492,,,
NONHSAT073901,0.38162598,,,
NONHSAT071557,0.381555259,,,
NONHSAT097386,0.380791038,,,
NONHSAT004238,0.380539715,,,
NONHSAT027801,0.380088001,,,
NONHSAT114468,0.379904896,,,
NONHSAT004532,0.379134953,,,
NONHSAT011627,0.378836095,,,
NONHSAT032437,0.37878859,,,
NONHSAT108367,0.378772527,,,
NONHSAT027475,0.378627151,,,
NONHSAT102316,0.378254145,,,
NONHSAT027013,0.378183007,,,
NONHSAT125622,0.377700269,,,
NONHSAT049670,0.377432168,,,
NONHSAT000204,0.377140105,,,
NONHSAT054259,0.376604021,,,
NONHSAT076792,0.376369804,,,
NONHSAT012889,0.374900937,,,
NONHSAT004455,0.372207224,,,
NONHSAT054716,0.371136755,,,
NONHSAT072522,0.370254219,,,
NONHSAT047364,0.369355381,,,
NONHSAT009920,0.369068682,,,
NONHSAT067050,0.368612319,,,
NONHSAT012542,0.368403792,,,
NONHSAT094617,0.368181705,,,
NONHSAT004284,0.36729154,,,
NONHSAT041063,0.366942793,,,
NONHSAT125439,0.36656633,,,
NONHSAT098243,0.36651051,,,
NONHSAT133696,0.365938872,,,
NONHSAT090759,0.365473777,,,
NONHSAT113140,0.36485219,,,
NONHSAT000372,0.364497334,,,
NONHSAT004775,0.364319831,,,
NONHSAT044002,0.364069074,,,
NONHSAT031461,0.363279015,,,
NONHSAT093388,0.363267779,,,
NONHSAT076795,0.362764686,,,
NONHSAT052790,0.362455517,,,
NONHSAT124335,0.362127185,,,
NONHSAT095570,0.362104565,,,
NONHSAT102457,0.361976653,,,
NONHSAT078100,0.361658901,,,
NONHSAT074964,0.361214668,,,
NONHSAT098666,0.361068249,,,
NONHSAT144315,0.360310763,,,
NONHSAT028938,0.359841257,,,
NONHSAT090407,0.359727889,,,
NONHSAT133730,0.359713048,,,
NONHSAT083172,0.359173715,,,
NONHSAT093004,0.359020799,,,
NONHSAT017355,0.358333617,,,
NONHSAT034093,0.358306974,,,
NONHSAT032361,0.357817888,,,
NONHSAT089367,0.35755983,,,
NONHSAT031708,0.357037276,,,
NONHSAT006360,0.356859267,,,
NONHSAT128189,0.356791168,,,
NONHSAT125784,0.356390655,,,
NONHSAT058916,0.355353683,,,
NONHSAT103651,0.35501796,,,
NONHSAT055064,0.353994697,,,
NONHSAT006480,0.353418916,,,
NONHSAT113844,0.352320254,,,
NONHSAT070699,0.351968467,,,
NONHSAT016573,0.351781875,,,
NONHSAT030018,0.350658387,,,
NONHSAT053816,0.349003136,,,
NONHSAT000157,0.348714828,,,
NONHSAT130782,0.348241895,,,
NONHSAT138174,0.347950935,,,
NONHSAT005499,0.347834527,,,
NONHSAT147835,0.347697765,,,
NONHSAT096686,0.347439051,,,
NONHSAT101354,0.347333819,,,
NONHSAT048175,0.34722802,,,
NONHSAT138255,0.346648693,,,
NONHSAT088514,0.346188903,,,
NONHSAT070902,0.346144557,,,
NONHSAT124770,0.345855713,,,
NONHSAT112844,0.345416635,,,
NONHSAT008282,0.34479636,,,
NONHSAT076793,0.344450772,,,
NONHSAT125847,0.344294667,,,
NONHSAT137627,0.344213843,,,
